paperId,url,title,year,citationCount,openAccessPdf,authors,abstract,text,x,y,cluster
fb75fec3d582756e2699f2ad2121eb5fc6ba97ef,https://www.semanticscholar.org/paper/fb75fec3d582756e2699f2ad2121eb5fc6ba97ef,Unleashing the transformers: NLP models detect AI writing in education,2024.0,18,"{'url': 'https://link.springer.com/content/pdf/10.1007/s40692-024-00325-y.pdf', 'status': 'HYBRID', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1007/s40692-024-00325-y?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/s40692-024-00325-y, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","[{'authorId': '120642361', 'name': 'J. Campino'}]","Artificial Intelligence (AI) has witnessed widespread application across diverse domains, with education being a prominent focus for enhancing learning outcomes and tailoring educational approaches. Transformer models, exemplified by BERT, have demonstrated remarkable efficacy in Natural Language Processing (NLP) tasks. This research scrutinizes the current landscape of AI in education, emphasizing the utilization of transformer models. Specifically, the research delves into the influence of AI tools facilitating text generation through input prompts, with a notable instance being the GPT-4 model developed by OpenAI. The study employs pre-trained transformer models to discern whether a given text originates from AI or human sources. Notably, BERT emerges as the most effective model, fine-tuned using a dataset comprising abstracts authored by humans and those generated by AI. The outcomes reveal a heightened accuracy in distinguishing AI-generated text. These findings bear significance for the educational realm, suggesting that while endorsing the use of such tools for learning, vigilance is warranted to identify potential misuse or instances where students should independently develop their reasoning skills. Nevertheless, ethical considerations must be paramount when employing such methodologies. We have highlighted vulnerabilities concerning the potential bias of AI models towards non-native English speakers, stemming from possible deficiencies in vocabulary and grammatical structure. Additionally, users must ensure that there is no complete reliance on these systems to ascertain students' performance. Further research is imperative to unleash the full potential of AI in education and address ethical considerations tied to its application.","Unleashing the transformers: NLP models detect AI writing in education.Artificial Intelligence (AI) has witnessed widespread application across diverse domains, with education being a prominent focus for enhancing learning outcomes and tailoring educational approaches. Transformer models, exemplified by BERT, have demonstrated remarkable efficacy in Natural Language Processing (NLP) tasks. This research scrutinizes the current landscape of AI in education, emphasizing the utilization of transformer models. Specifically, the research delves into the influence of AI tools facilitating text generation through input prompts, with a notable instance being the GPT-4 model developed by OpenAI. The study employs pre-trained transformer models to discern whether a given text originates from AI or human sources. Notably, BERT emerges as the most effective model, fine-tuned using a dataset comprising abstracts authored by humans and those generated by AI. The outcomes reveal a heightened accuracy in distinguishing AI-generated text. These findings bear significance for the educational realm, suggesting that while endorsing the use of such tools for learning, vigilance is warranted to identify potential misuse or instances where students should independently develop their reasoning skills. Nevertheless, ethical considerations must be paramount when employing such methodologies. We have highlighted vulnerabilities concerning the potential bias of AI models towards non-native English speakers, stemming from possible deficiencies in vocabulary and grammatical structure. Additionally, users must ensure that there is no complete reliance on these systems to ascertain students' performance. Further research is imperative to unleash the full potential of AI in education and address ethical considerations tied to its application.",-1.4391545,36.48102,0
e9393a35b37656055d043b494c8f29738a341dec,https://www.semanticscholar.org/paper/e9393a35b37656055d043b494c8f29738a341dec,Transformers in the Real World: A Survey on NLP Applications,2023.0,160,"{'url': 'https://www.mdpi.com/2078-2489/14/4/242/pdf?version=1681704011', 'status': 'GOLD', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.3390/info14040242?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.3390/info14040242, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","[{'authorId': '2037237614', 'name': 'Narendra Patwardhan'}, {'authorId': '47195132', 'name': 'S. Marrone'}, {'authorId': '6112715', 'name': 'Carlo Sansone'}]","The field of Natural Language Processing (NLP) has undergone a significant transformation with the introduction of Transformers. From the first introduction of this technology in 2017, the use of transformers has become widespread and has had a profound impact on the field of NLP. In this survey, we review the open-access and real-world applications of transformers in NLP, specifically focusing on those where text is the primary modality. Our goal is to provide a comprehensive overview of the current state-of-the-art in the use of transformers in NLP, highlight their strengths and limitations, and identify future directions for research. In this way, we aim to provide valuable insights for both researchers and practitioners in the field of NLP. In addition, we provide a detailed analysis of the various challenges faced in the implementation of transformers in real-world applications, including computational efficiency, interpretability, and ethical considerations. Moreover, we highlight the impact of transformers on the NLP community, including their influence on research and the development of new NLP models.","Transformers in the Real World: A Survey on NLP Applications.The field of Natural Language Processing (NLP) has undergone a significant transformation with the introduction of Transformers. From the first introduction of this technology in 2017, the use of transformers has become widespread and has had a profound impact on the field of NLP. In this survey, we review the open-access and real-world applications of transformers in NLP, specifically focusing on those where text is the primary modality. Our goal is to provide a comprehensive overview of the current state-of-the-art in the use of transformers in NLP, highlight their strengths and limitations, and identify future directions for research. In this way, we aim to provide valuable insights for both researchers and practitioners in the field of NLP. In addition, we provide a detailed analysis of the various challenges faced in the implementation of transformers in real-world applications, including computational efficiency, interpretability, and ethical considerations. Moreover, we highlight the impact of transformers on the NLP community, including their influence on research and the development of new NLP models.",10.689243,-1.1562573,0
838446de88c800bf2186d148514fff3a43ccbe13,https://www.semanticscholar.org/paper/838446de88c800bf2186d148514fff3a43ccbe13,A Survey on Transformers in NLP with Focus on Efficiency,2024.0,11,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/2406.16893, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","[{'authorId': '7443405', 'name': 'Wazib Ansar'}, {'authorId': '38994671', 'name': 'Saptarsi Goswami'}, {'authorId': '2276124842', 'name': 'Amlan Chakrabarti'}]","The advent of transformers with attention mechanisms and associated pre-trained models have revolutionized the field of Natural Language Processing (NLP). However, such models are resource-intensive due to highly complex architecture. This limits their application to resource-constrained environments. While choosing an appropriate NLP model, a major trade-off exists over choosing accuracy over efficiency and vice versa. This paper presents a commentary on the evolution of NLP and its applications with emphasis on their accuracy as-well-as efficiency. Following this, a survey of research contributions towards enhancing the efficiency of transformer-based models at various stages of model development along with hardware considerations has been conducted. The goal of this survey is to determine how current NLP techniques contribute towards a sustainable society and to establish a foundation for future research.","A Survey on Transformers in NLP with Focus on Efficiency.The advent of transformers with attention mechanisms and associated pre-trained models have revolutionized the field of Natural Language Processing (NLP). However, such models are resource-intensive due to highly complex architecture. This limits their application to resource-constrained environments. While choosing an appropriate NLP model, a major trade-off exists over choosing accuracy over efficiency and vice versa. This paper presents a commentary on the evolution of NLP and its applications with emphasis on their accuracy as-well-as efficiency. Following this, a survey of research contributions towards enhancing the efficiency of transformer-based models at various stages of model development along with hardware considerations has been conducted. The goal of this survey is to determine how current NLP techniques contribute towards a sustainable society and to establish a foundation for future research.",10.6278105,-0.0365503,0
59a6d07fe7fb8fdf02cc8e914e0fd607f52acfb8,https://www.semanticscholar.org/paper/59a6d07fe7fb8fdf02cc8e914e0fd607f52acfb8,Introduction to Transformers: an NLP Perspective,2023.0,28,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/2311.17633, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","[{'authorId': '2261739712', 'name': 'Tong Xiao'}, {'authorId': '2240940961', 'name': 'Jingbo Zhu'}]","Transformers have dominated empirical machine learning models of natural language processing. In this paper, we introduce basic concepts of Transformers and present key techniques that form the recent advances of these models. This includes a description of the standard Transformer architecture, a series of model refinements, and common applications. Given that Transformers and related deep learning techniques might be evolving in ways we have never seen, we cannot dive into all the model details or cover all the technical areas. Instead, we focus on just those concepts that are helpful for gaining a good understanding of Transformers and their variants. We also summarize the key ideas that impact this field, thereby yielding some insights into the strengths and limitations of these models.","Introduction to Transformers: an NLP Perspective.Transformers have dominated empirical machine learning models of natural language processing. In this paper, we introduce basic concepts of Transformers and present key techniques that form the recent advances of these models. This includes a description of the standard Transformer architecture, a series of model refinements, and common applications. Given that Transformers and related deep learning techniques might be evolving in ways we have never seen, we cannot dive into all the model details or cover all the technical areas. Instead, we focus on just those concepts that are helpful for gaining a good understanding of Transformers and their variants. We also summarize the key ideas that impact this field, thereby yielding some insights into the strengths and limitations of these models.",3.2646427,0.5253485,0
8db711adf1beb3e0c2ec492f3936841d827404e9,https://www.semanticscholar.org/paper/8db711adf1beb3e0c2ec492f3936841d827404e9,The NLP Task Effectiveness of Long-Range Transformers,2022.0,36,"{'url': 'https://aclanthology.org/2023.eacl-main.273.pdf', 'status': 'HYBRID', 'license': 'CCBY', 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/2202.07856, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","[{'authorId': '38733050', 'name': 'Guanghui Qin'}, {'authorId': '48260295', 'name': 'Yukun Feng'}, {'authorId': '7536576', 'name': 'Benjamin Van Durme'}]","Transformer models cannot easily scale to long sequences due to their O(Nˆ2) time and space complexity. This has led to Transformer variants seeking to lower computational complexity, such as Longformer and Performer. While such models have theoretically greater efficiency, their effectiveness on real NLP tasks has not been well studied. We benchmark 7 variants of Transformer models on 5 difficult NLP tasks and 7 datasets. We design experiments to isolate the effect of pretraining and hyperparameter settings, to focus on their capacity for long-range attention. Moreover, we present various methods to investigate attention behaviors to illuminate model details beyond metric scores. We find that the modified attention in long-range transformers has advantages on content selection and query-guided decoding, but they come with previously unrecognized drawbacks such as insufficient attention to distant tokens and accumulated approximation error.","The NLP Task Effectiveness of Long-Range Transformers.Transformer models cannot easily scale to long sequences due to their O(Nˆ2) time and space complexity. This has led to Transformer variants seeking to lower computational complexity, such as Longformer and Performer. While such models have theoretically greater efficiency, their effectiveness on real NLP tasks has not been well studied. We benchmark 7 variants of Transformer models on 5 difficult NLP tasks and 7 datasets. We design experiments to isolate the effect of pretraining and hyperparameter settings, to focus on their capacity for long-range attention. Moreover, we present various methods to investigate attention behaviors to illuminate model details beyond metric scores. We find that the modified attention in long-range transformers has advantages on content selection and query-guided decoding, but they come with previously unrecognized drawbacks such as insufficient attention to distant tokens and accumulated approximation error.",-4.335713,10.09317,1
291037bb3d45806609ee5f4df82338ef56362bf9,https://www.semanticscholar.org/paper/291037bb3d45806609ee5f4df82338ef56362bf9,Introduction to Transformers for NLP: With the Hugging Face Library and Models to Solve Problems,2022.0,42,"{'url': '', 'status': None, 'license': None, 'disclaimer': ""Notice: The following paper fields have been elided by the publisher: {'abstract'}. Paper or abstract available at https://api.unpaywall.org/v2/10.1007/978-1-4842-8844-3?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1007/978-1-4842-8844-3, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.""}","[{'authorId': '49837646', 'name': 'Shashank Jain'}]",,Introduction to Transformers for NLP: With the Hugging Face Library and Models to Solve Problems.,-14.748002,-1.7525074,0
b748cfae411e39102d574adce40b12d3e93fac19,https://www.semanticscholar.org/paper/b748cfae411e39102d574adce40b12d3e93fac19,Towards Performance of NLP Transformers on URL-Based Phishing Detection for Mobile Devices,2022.0,9,"{'url': 'https://doi.org/10.5383/juspn.17.01.005', 'status': 'GOLD', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.5383/juspn.17.01.005?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.5383/juspn.17.01.005, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","[{'authorId': '1988829', 'name': 'H. Shirazi'}, {'authorId': '2056183987', 'name': 'K. Haynes'}, {'authorId': '144039860', 'name': 'I. Ray'}]","Hackers are increasingly launching phishing attacks via SMS and social media. Games and dating apps introduce yet another attack vector. However, current deep learning-based phishing detection applications do not apply to mobile devices due to the computational burden. We propose a lightweight phishing detection algorithm that distinguishes phishing from legitimate websites solely from URLs to be used in mobile devices. As a baseline performance, we apply Artificial Neural Networks (ANNs) to URL-based and HTML-based website features. A model search results in 15 ANN models with accuracies >96%, comparable to state-of-the-art approaches. Next, we test the performance of deep ANNs on URLbased features only; however, all models perform poorly with the highest accuracy of 86.2%, indicating that URL-based features alone are not adequate to detect phishing websites even with deep ANNs. Since language transformers learn to represent context-dependent text sequences, we hypothesize that they will be able to learn directly from the text in URLs to distinguish between legitimate and malicious websites. We apply three state-of-the-art deep transformers (BERT, ELECTRA, and RoBERTa) for phishing detection. Testing custom and standard vocabularies, we find that pre-trained transformers available for immediate use (with fine-tuning) outperform the model trained with the custom URL-based vocabulary. In addition, we test a thinner BERT transformer which is suitable for lightweight devices like mobiles, called MobileBERT. Our results emphasize that evaluation metrics of this model are competitive to other models in this study, yet the testing time is significantly less, making this model a choice for embedding phishing detection algorithms in mobile phones. Using pre-trained transformers to predict phishing websites from only URLs has five advantages: 1) requires little training time (230 to 320 s), 2) is more easily updatable than feature-based approaches because no pre-processing of URLs is required, 3) is safer to use because phishing websites can be predicted without physically visiting the malicious sites, 4) is easily deployable for real-time detection and is applicable to run on mobile devices, and 5) using a mobile specific transformer yields comparable performance and predicts 3 times faster than the other transformer models in this study.","Towards Performance of NLP Transformers on URL-Based Phishing Detection for Mobile Devices.Hackers are increasingly launching phishing attacks via SMS and social media. Games and dating apps introduce yet another attack vector. However, current deep learning-based phishing detection applications do not apply to mobile devices due to the computational burden. We propose a lightweight phishing detection algorithm that distinguishes phishing from legitimate websites solely from URLs to be used in mobile devices. As a baseline performance, we apply Artificial Neural Networks (ANNs) to URL-based and HTML-based website features. A model search results in 15 ANN models with accuracies >96%, comparable to state-of-the-art approaches. Next, we test the performance of deep ANNs on URLbased features only; however, all models perform poorly with the highest accuracy of 86.2%, indicating that URL-based features alone are not adequate to detect phishing websites even with deep ANNs. Since language transformers learn to represent context-dependent text sequences, we hypothesize that they will be able to learn directly from the text in URLs to distinguish between legitimate and malicious websites. We apply three state-of-the-art deep transformers (BERT, ELECTRA, and RoBERTa) for phishing detection. Testing custom and standard vocabularies, we find that pre-trained transformers available for immediate use (with fine-tuning) outperform the model trained with the custom URL-based vocabulary. In addition, we test a thinner BERT transformer which is suitable for lightweight devices like mobiles, called MobileBERT. Our results emphasize that evaluation metrics of this model are competitive to other models in this study, yet the testing time is significantly less, making this model a choice for embedding phishing detection algorithms in mobile phones. Using pre-trained transformers to predict phishing websites from only URLs has five advantages: 1) requires little training time (230 to 320 s), 2) is more easily updatable than feature-based approaches because no pre-processing of URLs is required, 3) is safer to use because phishing websites can be predicted without physically visiting the malicious sites, 4) is easily deployable for real-time detection and is applicable to run on mobile devices, and 5) using a mobile specific transformer yields comparable performance and predicts 3 times faster than the other transformer models in this study.",19.123466,-29.268278,0
d96db566031b59b476b872320a8c7bbe17f54611,https://www.semanticscholar.org/paper/d96db566031b59b476b872320a8c7bbe17f54611,Understanding the Failure of Batch Normalization for Transformers in NLP,2022.0,11,"{'url': 'http://arxiv.org/pdf/2210.05153', 'status': 'GREEN', 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/2210.05153, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","[{'authorId': '2167466487', 'name': 'Jiaxi Wang'}, {'authorId': '144527769', 'name': 'Ji Wu'}, {'authorId': '48544864', 'name': 'Lei Huang'}]","Batch Normalization (BN) is a core and prevalent technique in accelerating the training of deep neural networks and improving the generalization on Computer Vision (CV) tasks. However, it fails to defend its position in Natural Language Processing (NLP), which is dominated by Layer Normalization (LN). In this paper, we are trying to answer why BN usually performs worse than LN in NLP tasks with Transformer models. We find that the inconsistency between training and inference of BN is the leading cause that results in the failure of BN in NLP. We define Training Inference Discrepancy (TID) to quantitatively measure this inconsistency and reveal that TID can indicate BN's performance, supported by extensive experiments, including image classification, neural machine translation, language modeling, sequence labeling, and text classification tasks. We find that BN can obtain much better test performance than LN when TID keeps small through training. To suppress the explosion of TID, we propose Regularized BN (RBN) that adds a simple regularization term to narrow the gap between batch statistics and population statistics of BN. RBN improves the performance of BN consistently and outperforms or is on par with LN on 17 out of 20 settings, involving ten datasets and two common variants of Transformer Our code is available at https://github.com/wjxts/RegularizedBN.","Understanding the Failure of Batch Normalization for Transformers in NLP.Batch Normalization (BN) is a core and prevalent technique in accelerating the training of deep neural networks and improving the generalization on Computer Vision (CV) tasks. However, it fails to defend its position in Natural Language Processing (NLP), which is dominated by Layer Normalization (LN). In this paper, we are trying to answer why BN usually performs worse than LN in NLP tasks with Transformer models. We find that the inconsistency between training and inference of BN is the leading cause that results in the failure of BN in NLP. We define Training Inference Discrepancy (TID) to quantitatively measure this inconsistency and reveal that TID can indicate BN's performance, supported by extensive experiments, including image classification, neural machine translation, language modeling, sequence labeling, and text classification tasks. We find that BN can obtain much better test performance than LN when TID keeps small through training. To suppress the explosion of TID, we propose Regularized BN (RBN) that adds a simple regularization term to narrow the gap between batch statistics and population statistics of BN. RBN improves the performance of BN consistently and outperforms or is on par with LN on 17 out of 20 settings, involving ten datasets and two common variants of Transformer Our code is available at https://github.com/wjxts/RegularizedBN.",-16.196747,3.174423,1
936b00941c6f11ef4102ba21664fbd2fef15dcac,https://www.semanticscholar.org/paper/936b00941c6f11ef4102ba21664fbd2fef15dcac,Link of Transformers in CV and NLP: A Brief Survey,2022.0,8,"{'url': '', 'status': None, 'license': None, 'disclaimer': 'Notice: Paper or abstract available at https://api.unpaywall.org/v2/10.1109/PRAI55851.2022.9904151?email=<INSERT_YOUR_EMAIL> or https://doi.org/10.1109/PRAI55851.2022.9904151, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","[{'authorId': '2187004330', 'name': 'Jiaru Jia'}, {'authorId': '2187146972', 'name': 'Xin Chen'}, {'authorId': '13607382', 'name': 'Aiqing Yang'}, {'authorId': '2186998909', 'name': 'Qiulin He'}, {'authorId': '2124127567', 'name': 'Pengyu Dai'}, {'authorId': '2112345119', 'name': 'Mingzhe Liu'}]","Transformer, a new type of neural network based on the self-attention mechanism, has revolutionized the field of natural language processing. Since Transformer has a more powerful representation ability than Convolutional Neural Networks (CNN), researchers are trying to apply it to computer vision tasks. In the past, most of the review papers summarized Transformers in the field of computer vision and natural language processing, respectively, which isolates the relationship between the two fields and fails to show the correlations and differences between the two fields. In order to better demonstrate the mutual promotion between the two fields, this paper will combine the development of Transformer in the two fields to provide a comprehensive review. Furthermore, we will review these Transformer models by their application scenarios and analyze their advantages and disadvantages. Finally, we discuss the challenges and some future research directions for Transformer.","Link of Transformers in CV and NLP: A Brief Survey.Transformer, a new type of neural network based on the self-attention mechanism, has revolutionized the field of natural language processing. Since Transformer has a more powerful representation ability than Convolutional Neural Networks (CNN), researchers are trying to apply it to computer vision tasks. In the past, most of the review papers summarized Transformers in the field of computer vision and natural language processing, respectively, which isolates the relationship between the two fields and fails to show the correlations and differences between the two fields. In order to better demonstrate the mutual promotion between the two fields, this paper will combine the development of Transformer in the two fields to provide a comprehensive review. Furthermore, we will review these Transformer models by their application scenarios and analyze their advantages and disadvantages. Finally, we discuss the challenges and some future research directions for Transformer.",-26.37098,9.38793,1
8659180e09863328c84f23bfc95ec3afbd695f03,https://www.semanticscholar.org/paper/8659180e09863328c84f23bfc95ec3afbd695f03,The Role of Complex NLP in Transformers for Text Ranking,2022.0,10,"{'url': 'https://pure.uva.nl/ws/files/127912650/3539813.3545144.pdf', 'status': 'GREEN', 'license': 'other-oa', 'disclaimer': 'Notice: Paper or abstract available at https://arxiv.org/abs/2207.02522, which is subject to the license by the author or copyright owner provided with this content. Please go to the source to verify the license and copyright information for your use.'}","[{'authorId': '144294375', 'name': 'David Rau'}, {'authorId': '1753628', 'name': 'J. Kamps'}]","Even though term-based methods such as BM25 provide strong baselines in ranking, under certain conditions they are dominated by large pre-trained masked language models (MLMs) such as BERT. To date, the source of their effectiveness remains unclear. Is it their ability to truly understand the meaning through modeling syntactic aspects? We answer this by manipulating the input order and position information in a way that destroys the natural sequence order of query and passage and shows that the model still achieves comparable performance. Overall, our results highlight that syntactic aspects do not play a critical role in the effectiveness of re-ranking with BERT. We point to other mechanisms such as query-passage cross-attention and richer embeddings that capture word meanings based on aggregated context regardless of the word order for being the main attributions for its superior performance.","The Role of Complex NLP in Transformers for Text Ranking.Even though term-based methods such as BM25 provide strong baselines in ranking, under certain conditions they are dominated by large pre-trained masked language models (MLMs) such as BERT. To date, the source of their effectiveness remains unclear. Is it their ability to truly understand the meaning through modeling syntactic aspects? We answer this by manipulating the input order and position information in a way that destroys the natural sequence order of query and passage and shows that the model still achieves comparable performance. Overall, our results highlight that syntactic aspects do not play a critical role in the effectiveness of re-ranking with BERT. We point to other mechanisms such as query-passage cross-attention and richer embeddings that capture word meanings based on aggregated context regardless of the word order for being the main attributions for its superior performance.",3.8218575,16.705807,0
